 Procedimentos hospitalares do SUS - por local de internação - Brasil
Valor total por Município e Ano/mês processamento
Período:Jan/2019-Ago/2020
"Município";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"Total"
"290115 América Dourada";17428,35;17446,69;18759,16;17762,69;26878,35;21811,37;21805,39;17634,80;24305,29;18698,62;18963,95;13984,87;16517,99;16406,50;18671,81;12074,30;11571,09;8117,13;13767,50;13216,11;345821,96
"290120 Anagé";12342,70;7924,63;7797,78;8818,12;10023,70;9533,20;6748,32;5961,09;6274,47;5009,88;6256,52;9655,17;-;7344,73;4913,23;6257,62;5917,74;3169,26;-;-;123948,16
"290130 Andaraí";14551,20;7665,74;8639,75;13728,30;17834,38;11629,58;14413,45;10933,62;10062,84;15273,01;11246,04;6531,55;11851,33;11110,69;9774,42;10233,57;8808,17;8610,41;12128,06;4259,63;219285,74
"290150 Anguera";1698,09;3470,41;2422,53;5300,36;4740,98;3299,48;5890,05;4097,77;6002,53;2063,01;3214,16;4516,93;3075,44;1756,89;3772,77;3726,85;4691,97;1794,00;3136,69;2569,02;71239,93
"290160 Antas";211731,74;203761,45;216461,48;200625,05;231806,54;236008,13;246032,86;252348,12;245191,83;230123,80;239265,03;226364,62;226477,13;212645,89;208439,03;121760,97;96094,70;91525,09;86736,33;89968,86;3873368,65
"290205 Araças";2626,55;-;-;2850,73;1777,06;5282,78;-;2661,68;1662,27;1611,66;3821,19;3761,31;3155,00;2290,84;6201,43;1676,07;2592,22;1475,38;1789,18;2541,77;47777,12
"290200 Aracatu";24287,33;9681,20;11484,21;16663,41;11209,80;14908,22;14123,34;14209,81;11570,39;9566,97;9312,50;9249,01;10556,00;7955,71;8859,36;8155,05;-;15043,95;10965,73;7357,61;225159,60
"290210 Araci";22167,68;27262,05;27723,56;29590,31;35755,70;32647,46;26247,73;19376,67;30646,69;35006,71;30138,57;21194,18;21328,18;28433,81;24603,70;21280,05;22362,49;19798,56;21708,88;17100,99;514373,97
"290240 Aurelino Leal";30933,20;26376,83;35100,30;26256,75;19873,16;33079,11;53918,76;52783,17;37297,42;39906,21;47145,10;36054,43;48922,36;37762,26;31482,83;9059,41;56523,90;26852,37;34938,34;45858,07;730123,98
"290250 Baianópolis";64020,10;47999,58;63007,92;42782,74;52599,36;41509,17;37280,50;23282,25;18795,14;13273,09;19072,46;16872,43;881,91;5672,24;12588,26;14778,19;11839,15;13039,82;-;-;499294,31
"290260 Baixa Grande";19804,48;13521,13;14371,11;14360,64;18790,02;18036,77;19514,97;20697,51;15707,23;16835,63;14316,17;13594,92;16627,05;14627,80;15596,98;14229,78;9587,66;16246,97;14057,28;11064,89;311588,99
"290270 Barra";155929,65;142624,42;128095,54;172817,76;155868,16;162590,09;179110,63;189504,34;206638,05;140637,53;146644,69;157709,54;90902,28;94122,18;137748,41;111960,20;108198,84;96665,80;111825,25;111988,38;2801581,74
"290280 Barra da Estiva";86832,25;86111,71;85106,58;87423,93;87464,94;79937,34;74675,30;72122,59;78490,66;80900,63;87499,27;87608,20;77746,87;79518,81;63364,85;78998,44;67118,27;72478,68;68589,58;63545,78;1565534,68
"290290 Barra do Choça";24004,31;24410,50;32538,58;27782,92;25231,52;21777,88;22158,45;27361,76;23176,36;27480,21;24174,81;17347,20;28742,54;17369,41;38141,30;40371,71;22144,07;35310,06;48778,95;38603,65;566906,19
"290300 Barra do Mendes";9852,10;15852,72;15442,40;22031,84;19914,72;17865,80;21452,02;15720,09;18987,36;15272,12;17970,07;14474,39;11571,13;16380,62;15420,43;15063,32;10380,40;14019,05;11347,93;12146,47;311164,98
"290320 Barreiras";1272708,16;1191022,50;1316420,87;1320448,51;1326857,20;1176109,91;1232626,11;1239781,17;1263228,11;1293472,96;1301300,94;1139127,49;1314510,66;1158004,05;1334198,97;1233297,44;1330735,88;1298717,16;1717604,82;1128697,25;25588870,16
"290323 Barro Alto";39471,61;40517,95;38318,19;40363,89;38659,79;35639,41;38436,93;36263,82;37854,52;41297,45;38107,02;41918,63;42694,75;40957,26;39366,30;38395,41;39276,35;38312,86;38761,94;41258,34;785872,42
"290330 Barro Preto";2003,26;1909,29;993,76;-;865,91;525,88;1097,42;1926,83;1139,25;-;-;2884,84;1988,98;-;801,10;-;-;-;-;292,62;16429,14
"290327 Barrocas";9648,70;3555,33;13976,88;12465,87;10424,23;14047,12;15942,40;14552,29;14005,85;14211,67;10704,25;8276,58;7859,95;12488,59;12311,89;8510,67;8576,04;8467,14;14591,54;14794,20;229411,19
"290340 Belmonte";40261,71;45216,65;29847,35;55041,72;30309,44;55947,70;45152,80;56915,95;34792,35;40689,99;49946,08;34387,08;34142,91;35771,06;27268,72;35618,82;35784,67;26479,23;31655,87;11798,90;757029,00
"290350 Belo Campo";10366,10;10393,34;4842,15;9930,89;12742,16;11906,40;12364,99;16429,88;9052,28;9340,55;8000,89;6091,22;7878,95;7252,37;5764,48;5880,64;3752,30;6960,93;5198,85;5860,62;170009,99
"290360 Biritinga";8412,52;3128,19;1013,20;12912,17;8232,87;7542,68;9413,82;3086,68;-;19326,55;10290,15;5834,46;4593,90;4329,62;5831,48;7322,15;6039,80;7076,01;2864,16;7052,65;134303,06
"290380 Boa Vista do Tupim";12920,45;2110,47;2028,07;6164,70;4106,97;4155,45;10221,30;9119,40;9759,73;13705,07;6520,32;6700,19;8383,07;8587,51;7832,72;14866,05;7877,45;4698,06;15309,73;7429,05;162495,76
"290390 Bom Jesus da Lapa";175796,30;129629,07;134553,93;199339,54;218097,68;283535,20;307230,01;192330,26;162154,17;232767,02;200229,81;260235,80;139848,79;129156,12;172927,66;200719,39;117625,55;115216,56;141192,34;106552,64;3619137,84
"290395 Bom Jesus da Serra";43776,22;34980,61;33090,29;18356,30;42296,25;26574,43;21308,37;7767,95;21667,48;13301,74;21598,31;17562,68;19830,49;23742,84;15046,41;13004,86;9847,80;10294,45;12054,09;10803,03;416904,60
"290400 Boninal";9397,17;11063,52;8723,87;9607,03;12672,49;11628,54;13233,82;10091,85;12136,06;8626,99;13019,21;7134,38;11106,06;9250,82;10574,07;5994,75;2696,21;7373,45;8166,93;5167,79;187665,01
"290405 Bonito";12694,24;15273,55;17366,86;18019,27;1626,01;14787,03;-;16721,14;15568,39;11683,60;12669,08;4367,09;9389,09;12965,75;14570,18;11025,92;9025,91;9709,41;11009,12;11454,41;229926,05
"290410 Boquira";18347,03;23317,44;19323,31;18864,12;29401,75;21935,86;30795,41;17209,59;30552,93;27839,71;22469,05;25812,44;23391,70;23167,79;29610,57;33078,27;25757,35;22632,03;29339,25;31454,14;504299,74
"290420 Botuporã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7825,39;6668,34;9983,00;24476,73
"290430 Brejões";15391,35;10939,10;6487,78;15149,23;34486,39;24362,05;17788,16;25039,10;23280,92;18212,24;23274,28;11193,26;8693,33;11765,53;6901,69;4740,47;3839,49;7790,74;5364,37;6448,61;281148,09
"290440 Brejolândia";6461,49;6245,07;14172,14;14059,64;11315,67;14394,68;14487,41;13551,33;12963,01;14316,23;7565,41;-;14241,80;16172,97;-;-;-;-;-;-;159946,85
"290450 Brotas de Macaúbas";-;-;-;-;-;-;-;-;-;2389,73;2305,22;2357,46;2305,60;2935,77;1984,67;1152,65;2889,73;2188,55;1917,10;2763,11;25189,59
"290460 Brumado";-;252742,06;245461,01;188907,46;184301,68;228878,12;212347,93;266209,06;308384,22;205499,24;677696,78;477078,25;347056,58;271218,55;557825,45;380404,25;351880,78;334188,41;258633,71;438389,23;6187102,77
"290475 Buritirama";-;10970,82;19840,69;30027,94;22190,60;17417,23;18469,63;22170,05;-;35913,06;-;50709,88;-;-;-;-;-;-;-;55425,56;283135,46
"290480 Caatiba";8636,54;9678,49;7159,07;6125,29;11779,88;10296,33;-;7898,82;5781,92;4225,94;4361,02;3624,08;3089,69;2475,58;5077,44;3190,87;-;5481,38;3903,23;2352,11;105137,68
"290490 Cachoeira";51696,43;50631,85;63676,36;57785,79;45835,71;22928,65;67797,74;58674,77;51866,78;51095,82;51378,94;63841,47;59072,83;58754,49;61812,86;19844,81;10256,63;17074,82;22211,59;33057,73;919296,07
"290500 Caculé";29737,64;56280,03;57752,77;57667,98;66258,97;63545,24;64238,85;64961,72;62414,63;58094,07;56106,29;43930,24;48681,00;53109,03;48877,44;36985,22;30663,36;33265,29;47996,43;38892,46;1019458,66
"290510 Caém";66201,26;58530,05;76108,10;69503,47;69972,32;75632,16;62988,43;75541,50;74653,52;72422,03;63568,11;31146,17;58977,94;45951,45;40319,59;27556,53;18437,38;15579,40;24103,72;31403,18;1058596,31
"290520 Caetité";139000,40;154263,44;167093,88;163719,82;168365,99;164735,56;173012,10;131475,96;122498,91;106108,07;138813,92;136952,26;101400,96;123217,60;124979,58;126339,12;102461,27;69595,35;146863,52;123667,90;2684565,61
"290530 Cafarnaum";46150,77;34245,04;46051,34;36422,41;44160,63;21721,87;66341,82;39535,69;40984,35;45830,39;39162,93;41471,55;29651,64;30385,28;28049,60;23889,98;21075,29;24053,24;21157,92;21162,88;701504,62
"290550 Caldeirão Grande";59416,58;48201,88;52567,15;61189,13;53885,91;60584,12;51939,48;48860,26;52817,41;39206,89;57260,57;56101,93;52536,80;61954,21;45861,10;50725,35;47680,10;28517,93;32086,41;44130,54;1005523,75
"290560 Camacan";59730,60;47033,62;61142,18;142239,13;216981,54;142301,80;173218,77;205325,31;185203,28;179343,75;184715,85;206358,00;78751,78;73326,78;86033,71;54176,55;57374,65;65571,72;83860,51;166302,93;2468992,46
"290570 Camaçari";353209,48;226719,65;330805,05;345836,70;249690,90;221904,03;292761,76;363451,87;433057,47;456037,07;470542,11;295763,49;180390,22;253191,67;239789,75;281805,86;516081,73;800117,40;828676,15;866248,07;8006080,43
"290590 Campo Alegre de Lourdes";79235,36;52575,36;65395,96;70722,49;88233,50;72532,18;87400,88;74861,43;79492,90;87798,75;96282,64;81127,79;107163,53;65381,83;80515,13;62686,57;40656,38;56966,11;67440,50;55170,14;1471639,43
"290600 Campo Formoso";182641,94;153868,93;170700,60;175399,79;160821,19;211574,35;234005,55;183916,67;184816,22;199004,60;203015,74;139347,96;228771,68;158874,47;169989,42;123825,97;112313,70;146652,45;178728,62;152132,64;3470402,49
"290610 Canápolis";17078,22;21874,86;22036,40;18631,94;26027,59;28735,58;30104,51;20645,72;30138,87;30124,29;30625,19;30934,94;34564,92;26171,24;46579,45;20421,21;26090,63;28531,74;24713,26;15297,88;529328,44
"290620 Canarana";30055,60;46060,84;28613,00;34706,59;34635,27;37696,32;40973,00;32106,44;35342,13;29336,04;28285,68;27412,86;20884,44;24717,23;29474,94;12909,52;23484,87;9588,45;8378,04;29142,65;563803,91
"290630 Canavieiras";28464,25;23911,12;33441,56;33707,03;44686,22;43832,55;36826,65;45685,16;26146,58;40306,94;23472,90;17462,34;21593,91;27779,05;23035,60;8890,13;38416,82;23393,01;29162,45;29936,32;600150,59
"290640 Candeal";-;1313,86;3246,86;1330,23;1341,20;2847,10;2643,57;1286,45;552,28;-;-;-;-;916,55;500,22;-;1432,96;-;139,42;1028,64;18579,34
"290650 Candeias";347536,04;316207,39;367490,35;68895,13;385880,30;378676,77;374467,68;376104,07;376330,50;380397,84;329871,53;381010,81;380396,81;363877,91;367599,53;288158,86;403915,16;354383,93;376999,02;285686,34;6903885,97
"290660 Candiba";29829,77;29767,58;15396,95;16657,17;41536,54;31124,40;42540,76;40956,65;26744,10;35670,37;33566,08;27496,05;40002,11;33213,28;29435,05;24612,00;25353,93;22904,75;29071,41;31600,68;607479,63
"290670 Cândido Sales";43830,84;50323,74;53570,23;48374,57;53438,06;52479,38;61290,87;64707,20;60570,33;43953,22;35613,58;15544,12;31975,29;21831,32;15979,37;33293,84;-;-;-;-;686775,96
"290680 Cansanção";54783,09;59188,01;56465,25;61148,56;76618,08;59282,00;57261,58;62896,16;53361,72;37087,63;46210,24;1653,95;77070,16;39214,20;53738,90;38633,39;41791,48;32070,77;37408,44;24200,70;970084,31
"290682 Canudos";26431,27;16083,70;25768,39;27766,70;23903,70;23634,69;27090,20;24607,99;24895,09;28906,12;24296,94;18071,91;10642,49;15281,65;14675,02;13182,69;13998,79;1909,31;15407,58;23686,06;400240,29
"290685 Capela do Alto Alegre";44,22;405,57;1197,61;1393,10;256,72;2759,67;3037,48;869,75;913,91;1557,01;4799,49;-;2318,45;3798,00;5360,07;-;-;-;-;-;28711,05
"290687 Capim Grosso";101658,35;104860,11;101799,40;98376,46;111511,96;106455,15;104110,53;112532,89;102611,39;111795,04;116389,29;99619,48;109754,82;111204,32;100474,76;51948,99;45318,66;53643,20;56546,62;66893,22;1867504,64
"290690 Caravelas";21455,94;13891,07;18325,40;19445,42;26641,64;12496,79;38533,78;40732,04;28692,63;29813,28;21679,47;26188,38;18808,63;22651,04;26805,23;15953,77;15016,10;21057,37;14525,79;33738,89;466452,66
"290710 Carinhanha";26132,76;21947,00;8975,69;10863,10;19388,36;16910,71;16871,88;11147,82;31956,38;21987,02;40845,86;23691,22;46507,75;51279,37;18773,87;19515,64;23721,45;13539,96;14646,80;8907,33;447609,97
"290720 Casa Nova";15218,14;28368,88;26045,25;31418,91;34018,59;22918,46;21683,45;35162,44;32269,35;24393,12;-;46869,37;29714,11;28569,28;29143,09;23237,87;31776,29;14253,91;25138,34;17268,55;517467,40
"290730 Castro Alves";86942,64;73049,01;68005,82;78464,14;73613,99;64613,10;76755,76;52832,89;68756,51;78131,43;69112,35;70399,18;65456,82;69151,15;51965,94;30578,85;20939,86;27601,42;16673,68;25887,27;1168931,81
"290750 Catu";104449,48;120932,67;86263,76;154807,08;253167,68;278160,02;290781,32;100163,77;459659,77;410787,56;408651,51;261695,67;125159,69;121834,73;165143,37;82834,24;62353,00;57799,90;64137,17;69192,24;3677974,63
"290755 Caturama";1857,99;5453,72;2444,04;4544,57;2057,80;2365,94;3240,71;1259,00;3504,36;1158,12;1164,84;-;-;-;-;-;3594,84;1573,19;1383,52;810,36;36413,00
"290760 Central";26230,13;22317,17;26021,91;26405,77;30787,86;29616,21;27426,55;20616,23;23323,74;19055,40;24472,08;20752,00;15487,42;24379,87;27220,67;14193,43;18791,25;18631,70;13302,67;11690,91;440722,97
"290780 Cícero Dantas";28950,45;14232,08;14715,33;12765,42;30329,06;32811,96;47812,70;56645,39;52595,81;31056,48;27106,29;16937,10;54175,99;19498,92;32691,28;29162,03;8477,21;25986,12;-;-;535949,62
"290790 Cipó";10239,53;10540,33;7414,75;9720,14;11972,23;8524,38;10931,47;11417,31;8511,40;6165,83;5331,03;6424,99;6460,05;16404,80;16818,21;14348,81;11880,86;11512,99;8030,26;11834,29;204483,66
"290800 Coaraci";1503,69;871,38;3773,43;4421,08;4187,45;547,41;6770,41;4182,26;4821,61;10420,67;6200,41;2038,29;5726,60;2383,71;6273,60;4344,98;10528,00;4988,02;7383,70;-;91366,70
"290810 Cocos";121500,85;-;106713,41;65526,86;74441,26;73081,47;75253,93;72528,82;-;142616,16;-;131657,78;-;120903,81;60133,32;63232,62;65679,18;65368,44;68722,28;76835,30;1384195,49
"290830 Conceição do Almeida";4980,20;9091,42;4242,24;7630,27;13318,96;7156,99;8205,71;3399,59;8000,34;4744,75;5630,20;5779,75;9653,81;6662,85;9004,28;5551,98;8475,77;5434,68;27647,87;14385,42;168997,08
"290840 Conceição do Coité";249200,95;233303,26;225341,46;273620,40;307010,21;313309,98;333993,16;334169,28;325768,46;329976,96;302150,97;314875,36;262134,62;240309,46;292817,60;176687,73;160409,56;155180,56;167213,29;164221,75;5161695,02
"290850 Conceição do Jacuípe";11361,32;10740,30;19016,64;10837,38;18811,97;11837,80;22246,04;20116,34;10584,32;22694,77;10581,14;24373,28;9858,92;8835,44;8971,83;18935,81;15281,29;15038,14;-;-;270122,73
"290860 Conde";1616,84;8317,00;13627,83;5540,44;6595,61;-;1176,24;4079,04;5463,68;8398,97;6619,19;3417,25;8020,36;5166,16;5835,65;1878,75;5592,13;3635,55;4435,99;3525,81;102942,49
"290870 Condeúba";9378,53;10125,32;8732,96;10820,09;9754,12;5676,53;11178,10;13740,39;8928,54;11429,30;13248,50;11692,75;10742,93;8769,15;11029,58;14025,06;8654,66;11932,25;15966,51;11513,50;217338,77
"290890 Coração de Maria";112665,24;20629,67;24622,76;329612,15;286671,48;205695,84;247329,67;84196,74;564462,58;294995,44;274336,42;159566,68;101044,34;26411,41;21922,99;21318,56;2226,26;4374,23;7636,92;7437,25;2797156,63
"290900 Cordeiros";7388,31;6757,12;7277,82;7918,32;7445,71;1801,95;582,42;2997,46;5964,92;8390,75;5458,49;6755,17;7505,02;7289,08;6030,98;6773,30;5037,06;4660,81;3186,58;8102,64;117323,91
"290910 Coribe";20487,42;14280,47;21402,06;20534,63;19603,11;12054,43;25061,57;11846,81;10196,69;13590,02;11885,00;10535,80;16638,63;14603,64;17856,33;11691,96;12355,03;2365,04;-;-;266988,64
"290930 Correntina";84034,49;78026,93;77566,35;109039,32;85750,90;86285,04;69271,67;62613,61;66166,27;67707,85;58432,39;467,40;99880,95;89744,35;42358,79;20223,48;23935,52;60563,24;29952,41;49439,21;1261460,17
"290950 Cravolândia";18230,82;31365,14;27829,25;25696,97;27010,98;29818,44;20623,25;20743,40;21692,30;26839,32;29975,25;16654,60;22941,17;21573,76;21939,49;23221,41;-;-;10854,19;-;397009,74
"290960 Crisópolis";13650,53;16559,25;7950,07;8231,75;11248,25;7239,00;8550,66;7734,37;15523,58;7131,33;11745,35;12881,51;9541,64;11234,29;5223,02;7852,40;10336,07;8293,26;6702,75;6693,90;194322,98
"290970 Cristópolis";92711,88;91957,41;121040,12;47748,04;145455,50;34707,97;-;175134,93;-;129646,41;-;135009,75;-;113244,92;61630,14;30563,92;77406,64;60159,95;72399,87;106098,87;1494916,32
"290980 Cruz das Almas";168583,66;162206,56;171004,13;162877,13;217686,22;211617,80;227239,31;182813,06;217508,06;248782,98;222574,47;206309,93;152126,94;134071,79;112247,00;98795,91;91074,50;78426,71;77629,55;56112,97;3199688,68
"290990 Curaçá";29033,54;29860,25;28261,48;31199,14;24078,30;18650,12;46792,20;22191,99;12544,83;13569,88;14553,08;22132,53;12788,85;17251,28;20792,66;18407,90;21222,17;12925,08;25450,12;26657,22;448362,62
"291005 Dias d'Ávila";52025,08;36805,76;43501,98;21936,48;63229,42;37867,27;34887,25;55763,83;38641,13;42118,92;138436,38;36990,24;49748,72;42621,22;38202,03;39423,44;49421,44;60060,03;57712,24;40706,98;980099,84
"291010 Dom Basílio";4458,61;3931,48;3400,74;7658,48;7546,37;8008,99;4038,78;3823,99;9000,12;4943,84;6324,19;4324,29;3681,56;3364,87;2637,18;3829,87;4734,21;3561,97;2132,92;7246,35;98648,81
"291030 Elísio Medrado";7039,77;6010,23;5931,48;4498,00;3597,55;5995,65;10060,18;2959,42;6751,70;5958,43;5402,36;2670,34;1481,37;-;3867,46;6260,20;4587,09;2707,18;4319,15;3585,29;93682,85
"291040 Encruzilhada";65601,08;70200,90;75758,69;89135,95;92130,48;87068,34;76832,91;86447,12;52532,62;44009,60;19687,07;14319,54;22549,04;22435,25;23998,58;16120,29;17849,41;13196,92;-;-;889873,79
"291050 Entre Rios";29585,50;22782,05;13541,46;11600,82;28789,45;16786,03;10324,25;18711,79;4543,94;22958,61;20114,07;17057,81;11506,70;10851,12;6542,54;15481,61;14089,27;17627,93;12543,95;17783,06;323221,96
"290050 Érico Cardoso";-;-;-;16923,35;23958,01;17589,19;15517,20;15603,23;19523,81;13400,90;9581,36;12360,75;14142,77;12924,89;4453,03;5940,19;9223,66;8444,97;8738,64;7298,96;215624,91
"291060 Esplanada";78252,22;76033,37;69378,53;84253,31;77240,12;77749,11;77455,03;76630,56;61273,13;77697,17;68148,24;73107,50;71661,02;55455,77;68537,22;43860,64;47529,31;52574,35;47210,16;43576,53;1327623,29
"291070 Euclides da Cunha";152696,15;137092,56;152405,54;176643,23;169161,07;154069,78;185610,88;161999,01;154360,60;185060,77;153093,55;154194,49;131746,62;152539,05;149539,95;91298,86;128945,42;131351,07;137357,21;-;2859165,81
"291072 Eunápolis";269757,54;444103,14;472670,59;256267,74;607066,71;485307,74;462943,05;467340,65;404055,97;388587,99;327888,97;341622,43;361472,32;302469,71;284986,59;321695,31;327350,66;241760,00;356208,39;310848,78;7434404,28
"291080 Feira de Santana";3495873,95;3917012,56;3995940,40;4485511,30;4170658,23;3925829,63;3998070,73;4632086,10;4359383,45;4655755,09;4410446,65;4094381,64;4379455,72;4378375,33;4553658,26;4665448,56;5329688,25;3848538,16;4055009,62;4542930,02;85894053,65
"291085 Filadélfia";27521,77;25745,74;22152,82;23264,02;22999,61;21805,50;23222,70;26505,83;24471,08;30042,89;38290,02;18172,36;25204,26;25297,26;15197,23;27169,57;24380,22;22800,00;8485,85;20677,85;473406,58
"291110 Formosa do Rio Preto";52078,95;-;116338,64;115628,44;98957,75;69317,20;68612,37;85923,12;-;117717,36;-;125197,35;-;121813,12;56217,54;29466,76;71680,97;59396,59;62783,16;112242,57;1363371,89
"291120 Gandu";45785,06;34065,34;37479,80;46582,07;47405,98;43342,71;31940,36;51144,47;40635,53;47429,37;45291,23;23958,13;36979,31;39523,63;36427,40;33411,21;28045,37;44756,29;60989,89;43025,76;818218,91
"291130 Gentio do Ouro";21363,64;11847,26;14447,45;11856,77;-;23156,90;12520,23;12478,64;13485,33;13300,21;16150,24;11502,02;11227,39;14681,87;12088,51;10065,16;8755,06;10281,31;8560,54;9019,96;246788,49
"291150 Gongogi";8006,93;8569,26;7338,95;7629,41;9806,54;9491,64;6496,89;4584,87;4559,55;5892,04;5744,34;6612,33;7531,56;7595,46;8254,00;5405,52;-;1965,10;10357,29;3319,03;129160,71
"291170 Guanambi";771750,82;688616,20;653717,22;429554,72;664615,15;697727,24;768492,57;605393,45;748104,61;711361,68;606670,71;501110,29;570724,69;683071,09;816535,33;736682,85;634538,17;652403,55;694140,66;606229,56;13241440,56
"291180 Guaratinga";-;26719,20;-;30515,00;27034,58;-;36222,39;35307,15;21571,11;-;6753,82;20201,78;23787,89;-;-;28415,43;8393,68;1583,31;34807,67;5213,14;306526,15
"291190 Iaçu";32157,36;8558,91;2840,65;26800,38;426,02;57415,24;1960,22;18457,19;7296,03;21981,41;-;-;-;-;-;-;-;-;-;-;177893,41
"291200 Ibiassucê";32446,99;24199,02;32522,82;32440,21;35233,30;24387,73;26757,46;34283,51;30101,41;27935,12;27455,30;31388,88;19473,18;28903,49;31496,43;17762,67;17641,07;18319,08;19098,11;21381,44;533227,22
"291210 Ibicaraí";4136,46;1188,12;3790,35;5205,93;18102,65;9175,54;5625,24;5446,61;6344,83;6787,98;13059,00;2640,24;6943,91;2940,44;11888,54;4293,27;3232,94;10045,25;9606,96;8799,31;139253,57
"291230 Ibicuí";10315,70;11409,79;9351,70;9729,74;14647,71;9668,31;12746,30;12715,37;13248,08;10462,06;12248,53;10010,08;10564,86;6103,24;8707,70;8382,09;7968,25;5922,87;4490,76;4261,93;192955,07
"291250 Ibipitanga";-;-;-;20308,03;13293,34;5862,94;18065,06;13477,61;11985,50;11594,52;11710,48;11692,85;6725,22;8700,38;12913,43;13302,41;11403,92;6312,25;11130,65;8312,60;196791,19
